No,job_id,job_title,requirements,location,category,subcategory,date_upload,type,Salary,company,5,4,3,2,1
319,73679926,"Data Analyst - OVAL Data","Gather data from various sources including databases, APIs, spreadsheets, and more. Clean and transform the data to ensure its quality and compatibility.
Perform exploratory data analysis to understand patterns, trends, and anomalies in the data. Apply statistical models and do data visualization to extract insights.
Create and maintain dashboards, reports, and visualizations to present data-driven insights to stakeholders.
Identify and address data quality issues, missing values, and outliers.
Design and conduct experiments to test hypotheses and evaluate the impact of changes or interventions.
Build and deploy predictive models to answer business questions and solve problems.
Work closely with cross-functional teams to understand business requirements and provide data-driven recommendations. Effectively communicate findings to both technical and non-technical stakeholders.
Proficiency in SQL for querying and manipulating relational databases.
Strong knowledge of python.
Familiarity with statistical techniques and tools for hypothesis testing, regression, and other data modeling approaches
Experience with data visualization tools like Tableau, Power BI, Looker, matplotlib.
Advanced Excel skills for data cleaning, analysis, and reporting.
Understanding of database systems (e.g., MySQL, PostgreSQL) and data warehousing concepts.


Insights on salary & in-demand skills


Reviews from people working in the industry

","Central Jakarta","Science & Technology","Mathematics, Statistics & Information Sciences",2024-02-12,"Full time",,"Kompas Gramedia - KG Media",44,48,13,5,0
320,73787235,"Staff Data Analyst","Berapa gaji bulanan yang kamu inginkan?","South Jakarta","Administration & Office Support","Administrative Assistants",2024-02-16,"Full time",,Halodoc,6,3,2,1,1
322,73652279,"Data Analyst","Have 2 years work experience is an advantage
Proficiency in data analysis tools, strong microsoft office, and Google Products skills, SQL, Tableau, TIBCO, iReport, PowerBI, etc
Has good critical thinking, communication, and interpersonal skills. Must be detail orienter, well organized, and able to focus on multiple tasks simultaneously
Strong analytical and problem solving abilities. Have excellent presentation skills
Carriers a bachelor degree in a field such as statistics, computer science, mathematics, or related quantitative discipline
Data mining : extract data from multiple sources that can be primary or secondary. After that, organize the data in a proper format that can be easily understood and helps design and maintain database systems. This include creating, updating, reading, and deleting a database.
Data preparation : Have to convert the raw data into structured data by resolving the errors in the data, removing irrelevant data, and identifying the potential data. Applies many data cleaning techniques to make it ready for manipulatiin and visualization.
Preparing report that represent crucial information. These report consist of graphs and charts to represent factors associated with the business. Helps monitor the direction of business growth by analyzing factors such as profitability, market analysis, internal activities, etc
Helps on the preparation of budget; interpret current data and analyze big data to reveal trends
Troubleshooting : Helps troubleshoot issues related tp information reports, and database etc
What's your expected monthly basic salary?
How many years' experience do you have as a data analyst?
Which of the following data analytics tools are you experienced with?
How many years' experience do you have using SQL queries?
How would you rate your English language skills?


Insights on salary & in-demand skills


Reviews from people working in the industry

","West Java","Science & Technology","Mathematics, Statistics & Information Sciences",2024-02-09,"Full time","Rp 6,000,000 – Rp 8,000,000 per month","PT Bounty Segar Indonesia",0,0,0,0,0
323,73303960,"Data Scientist","Bachelor's degree in Computer Science or a related field
3+ years of experience in a Data Scientist role
Having Telecom experience is a plus
Experience with undertaking data collection, preprocessing and analysis for developing advanced analytics/machine learning use cases.
Experience in Development and Operations of Data Science and Machine learning solutions both on premises and Cloud. Preferable in Hadoop Datalake, Greenplum database, Impala and Google Cloud Platform (GCP).
Experience with relational SQL and NoSQL databases.
Experience in Big Data Management Frameworks, tools, and solutions especially Cloudera Hadoop, Hive, Impala, HBase, MapReduce, and Tableau
Experience performing root cause analysis on internal and external data and processes to answer specific business questions and identify opportunities for improvement.
What's your expected monthly basic salary?
How many years' experience do you have as a Data Scientist?
Which of the following Relational Database Management Systems (RDBMS) are you experienced with?
How many years' experience do you have in a software development role?
How much notice are you required to give your current employer?


Insights on salary & in-demand skills


Reviews from people working in the industry

","South Jakarta","Information & Communication Technology","Engineering - Software",2024-01-25,Contract/Temp,,"PT IDStar Cipta Teknologi",8,1,0,0,0
324,73770156,"Data Analyst","Pendidikan min. S1, lebih disukai dari Jurusan Sistem Informasi, Teknik Informatika, Statistik
Pengalaman minimal 1 Tahun di bidang yang sama lebih disukai
Memiliki kemampuan analisa, komunikasi dan presentasi yang baik
Menguasi bahasa pemograman (SQL), olah data statistic dan visualisasi data
Teliti & kreatif
Penempatan Bandung
Siap bergabung secepatnya


Mencari kandidat untuk bekerja pada:


Senin: Pagi, Siang, Sore


Selasa: Pagi, Siang, Sore


Rabu: Pagi, Siang, Sore


Kamis: Pagi, Siang, Sore


Jum'at: Pagi, Siang, Sore


Sabtu: Pagi, Siang, Sore






Diperlukan 1 tahun pengalaman kerja yang relevan untuk posisi ini


Pelamar harus memiliki KTP




Senin: Pagi, Siang, Sore


Selasa: Pagi, Siang, Sore


Rabu: Pagi, Siang, Sore


Kamis: Pagi, Siang, Sore


Jum'at: Pagi, Siang, Sore


Sabtu: Pagi, Siang, Sore




Insights on salary & in-demand skills


Reviews from people working in the industry

","Cirebon Regency",Accounting,"Analysis & Reporting",2024-02-15,"Full time",,"CV Dunia Sandang",0,0,0,0,0
325,73273737,"Data Scientist","Work with business user and IT to develop and implement AI use cases
Apply machine learning and data mining technique to extract insights from complex datasets
Develop predictive models and executing use cases that improves operational processes
Collaborate with cross-functional teams to understand business objectives and translate them into data science solutions
5-7 years experience
In-depth knowledge of machine learning algorithm and techniques
Strong knowledge in data engineering and familiar with Python libraries such as Pandas, Tensorflow, scikit-learn, etc.
What's your expected monthly basic salary?


Insights on salary & in-demand skills


Reviews from people working in the industry

",Jakarta,"Information & Communication Technology","Business/Systems Analysts",2024-01-24,"Full time","Rp 9,500,000 – Rp 14,000,000 per month","PT ZURICH ASURANSI INDONESIA, Tbk",37,18,12,0,0
327,73706450,"AI Engineer","Collaborate with our cross-functional team to integrate machine-learning models into our existing infrastructure, ensuring seamless deployment and scalability.
Conduct rigorous testing and validation of machine-learning models, ensuring their robustness and reliability in real-world scenarios.
Conduct thorough research, staying up-to-date with the latest advancements in machine learning and AI, and integrating them into our platform where appropriate.
Design, develop, and implement state-of-the-art machine-learning algorithms and models to enhance our platform's capabilities and enable customers to create realistic content more efficiently.
Document research findings, methodologies, and implementations in clear and concise reports and presentations.
Maintain AI server to be always ready and functional.
Optimize and fine-tune machine-learning models for performance, accuracy, and scalability.
Utilize AI techniques to enable content generation through various modalities, including text, images, videos, and chatbot.
Able to transform business requirements and ideas to AI solution to be used by user.
Bachelor's or Master's degree in Computer Science, Machine Learning, Artificial Intelligence, or a related field.
Experienced on machine learning modelling using Tensorflow, Pytorch, or any machine learning framework.
Proficient in programming languages commonly used in machine learning, such as Python.
Ready to work in an Agile environment if must.
Solid understanding of machine-learning principles, algorithms, and techniques, with hands-on experience in developing and implementing machine-learning models.
Understand basic deployment on Linux.
Understand basic MLOps deployment using such as FLASK, FastAPI, or Django.


Research salaries and job trends


Access free tools, templates and articles that help you stand out


Discover pathways to a huge range of careers

","South Jakarta","Science & Technology","Mathematics, Statistics & Information Sciences",2024-02-13,"Full time",,"PT. Wide Technologies Indonesia",8,9,4,0,1
328,73329466,"Machine Learning Engineer","Translate and refine business goals into appropriate machine learning objectives.
Design and implement ML/DL solutions and integrate them with various Big Data platforms and architectures.
Create and maintain ML pipelines that are scalable, robust, and ready for production.
Collaborate with domain experts, software developers, and data scientists.
Troubleshoot ML/DL model issues, including recommendations for retrain, re-validate, and improvements/optimization.
Hands-on experience in building ML models deployed into real-world business applications or research.
Working knowledge of ML/DL algorithms (classification, regression, clustering, hyperparameter tuning, etc).
Proficiency with Python and libraries for machine learning such as scikit-learn and pandas.
Good understanding of Deep learning frameworks such as Tensorflow, Keras, PyTorch, MXNet, etc.
Experience in using computer vision libraries such as OpenCV, PIL.
Experience working with cloud services platform (AWS or GCP) to build ML/DL pipelines.﻿
Experience in multi-GPU model training with CUDA.
Experience in ML experiment tracking tools (e.g. WandB, Neptune, TensorBoard).
Experience in model deployment using Docker (e.g. AWS SageMaker, Google Kubernetes Engine).
Experience in model compression or quantization for on-edge-device inference.
Experience with Continuous Integration and Continuous Delivery(CI/CD).
Relevant certifications in machine learning and cloud technologies (e.g., AWS, Coursera) would be a plus.


Research salaries and job trends


Access free tools, templates and articles that help you stand out


Discover pathways to a huge range of careers

",Jakarta,"Science & Technology","Mathematics, Statistics & Information Sciences",2024-01-26,Contract/Temp,"Rp 16,000,000 – Rp 24,000,000 per month","PT Nomura Research Institute Indonesia",0,0,0,0,0
329,73597638,"Data Engineer","Data Engineering and Data Modeling skills
Experience with Extract Transform Load (ETL) or ELT (Extract Load Transform) and data warehousing  (Talend, Pentaho, DataStage)

Strong programming skills, particularly in at least one scripting language (Shell, Bash)
Proficiency in SQL Server, MySQL, Postgre SQL, NoSQL (MongoDB, Oracle, Cassandra, HBase)
Experience with distributed systems and big data technologies (Hadoop, Spark, Apache, Hive, Impala, Kafka)
Experience with cloud services, such as AWS, Azure, or Google Cloud Platform, Cloudera, Alibaba Cloud
Have knowledge in Programming languages (Java, Phyton, PHP)
Experience with Operational System (Window, Linux)
Have knowledge in Visualitation tools (Tableu, Power BI, Looker Data Studio, Grafana)
Perform data exploration, data cleaning, data imputation, and feature engineering on unstructured and structured data.
Build the infrastructure for optimal extraction, transformation, and loading (ETL) of data from a wide variety of data sources.
Develop and maintain optimal data pipeline architecture for training statistical and machine learning models such as regression and classification.
Collaborate with data scientists and machine learning engineers to develop a comprehensive data science/machine learning solution pipeline.
Develop and maintain evaluations to measure the effectiveness of training data. This includes measuring the capabilities of models on a variety of tasks and domains.
How many years' experience do you have as a Data Engineer?
Which of the following programming languages are you experienced in?
Which of the following Relational Database Management Systems (RDBMS) are you experienced with?
Which of the following data analytics tools are you experienced with?
How many years' experience do you have using SQL queries?
Which of the following languages are you fluent in?
How much notice are you required to give your current employer?
Are you available to travel for this role when required?",Jakarta,"Information & Communication Technology","Database Development & Administration",2024-02-07,Contract/Temp,,"PT Graha Karya Informasi",4,8,9,4,0
330,73696253,"Data Analyst","Willing to work in Bali, Indonesia and travel as required
A bachelor's degree in a relevant field such as Computer Science, Mathematics, Statistics, Information Systems, or a related field
Strong  knowledge of SQL and database systems
Strong analytical and problem-solving capabilities
Proficiency in programming languages commonly used for data analysis, such as Python or R
Demonstrated experience in data understanding and analysis is important
Experience with data visualisation tools or any analytics application
A team player with the ability to thrive in a fast-paced environment
Self-motivated and able to work with minimal guidance
Fluent communication in the English language, both spoken and written, is a must
Gather and access relevant data from various sources
Cleanse, transform, and preprocess data to ensure accuracy and reliability
Apply statistical techniques and perform advanced analytics to extract insights and identify trends
Create visualisations, reports, and dashboards to effectively communicate data insights
Track and analyse key performance indicators (KPIs) to assess performance and identify areas for improvement
Work with cross-functional teams and stakeholders to understand their data needs and provide analytical support
Ensure data integrity through validation, quality control, and adherence to data governance standards
Identify opportunities for automation, streamline workflows, and enhance data analysis processes
Stay updated with industry trends, tools, and techniques in data analysis.
Ensure compliance with data privacy regulations and maintain data confidentiality
Berapa gaji bulanan yang kamu inginkan?
Berapa tahun pengalaman kerjamu sebagai analis data?
Berapa tahun pengalaman kerjamu menggunakan query SQL?
Bagaimana kamu menilai kemampuan bahasa Inggrismu?",Badung,"Science & Technology","Mathematics, Statistics & Information Sciences",2024-02-13,"Full time",,"Isixi Private Limited",0,0,0,0,0
331,73654330,"Data Analyst","Managing master data, including creation, updates, and deletion.
Daily data processing as requested by the internal team.
Searching for additional external data.
Deep analysis and identify patterns and trends in large data sets and use these insights to help the business make data-driven decisions.
Planning and evaluation of CSI results.
Creating monthly salesouts.
Maintain PowerBI
Bachelor’s degree from 
Statistics, Mathematics, Information Technology or any other related major
.
Experienced as 
Data Analyst/Data Scientist/Business Intelligence
 for at least 
1 - 2 years
.
Strong proficiency in Microsoft Office (especially Excel), SQL Server, Power Query, SPSS, Business Intelligence Tools (Microsoft Power BI, Tableu, etc) and statistical software.
Having knowledge about Phyton.
Have strong problem solving and detail-oriented person.
Strong project management and stakeholder management skill.
Able to work in team.
Willing to be placed at 
Gading Serpong, Tangerang
.
What's your expected monthly basic salary?
How many years' experience do you have as a data analyst?
Which of the following Microsoft Office products are you experienced with?
Which of the following programming languages are you experienced in?
Which of the following ERP products do you have experience using?
Which of the following data analytics tools are you experienced with?",Tangerang,"Science & Technology","Mathematics, Statistics & Information Sciences",2024-02-09,"Full time",,"PT Nabel Sakha Gemilang",6,2,1,0,0
332,73766199,"Data Analytics (Audit Analytics - Alam Sutra placement)","Identifying relevant data sources for assurance need
Collecting data and enhancing the data collection process
Organizing data in to usable format
Data exploration and processing
Building Data Analytics Parameter/scenario
Building machine learning algorithm and predictive model
Create visualization and story telling
Analyzing and monitoring Data Analytics Parameter and model
Analyzing large amounts of information to find patterns and solutions
Setting up data infrastructure
Develop,  implement, and maintain Audit Analytics database
Communication analytics result  to Chief Audit, Head of audit, Audit head and relevant business Unit
Data support for audit / consulting engagement by auditor
Collaborate with Auditor, Business, Finance and IT teams
Bachelor's /  Master Degree in Computer Science / Information Technology / Statistics / Mathematics
Have Analytics working experience minimum 1 year
Have exposure or working experience  with analytics tools (SQL server , python , R language)
Data Visualization : Tableau, Qlik, or power BI
Proficiency English as business language
Proficiency in Microsoft office
Good communication skill
Hybrid working
Willing to be placed in Alam Sutra, Tangerang


Research salaries and job trends


Access free tools, templates and articles that help you stand out


Discover pathways to a huge range of careers

",Tangerang,"Information & Communication Technology","Business/Systems Analysts",2024-02-15,"Full time",,"PT CIMB Niaga Tbk",162,161,51,7,0
333,73802735,"Analisis Data","

Memahami dengan baik sistem database produk-produk perusahaan.


Memelihara sistem database perusahaan.


Berkolaborasi dengan data researcher untuk memperoleh data yang dibutuhkan perusahaan.


Mengatur data yang diperoleh untuk dikelola sesuai jenis datanya.


Menganalisis data yang telah dikelompokan dengan alat statistik.


Mempresentasikan data yang telah diolah dalam sebuah rapat untuk dijelaskan kepada semua tim tentang data yang ada sehingga bisa digunakan sesuai kebutuhan.


Berkolaborasi dengan programmer, engineer, hingga manager tim lainnya untuk pengolahan dan penggunaan data


Tersedia jam fleksibel


Tidak diperlukan pengalaman kerja untuk posisi ini


Pelamar harus memiliki KTP




Research salaries and job trends


Access free tools, templates and articles that help you stand out


Discover pathways to a huge range of careers

","Bangkalan Regency","Information & Communication Technology","Database Development & Administration",2024-02-16,"Full time",,"PT AKR Corporindo Tbk.",18,19,18,5,1
334,73581329,"Data Engineer Expert","What's your expected monthly basic salary?
How many years' experience do you have as a Data Engineer?


Insights on salary & in-demand skills


Reviews from people working in the industry

","South Tangerang","Information & Communication Technology","Engineering - Software",2024-02-07,"Full time",,"ASIA PULP AND PAPER",21,24,11,3,2
335,73518904,"Data Analyst Supervisor","Gelar S1 di bidang Information Technology, Computer Science, atau Business Analytics.
Pengalaman minimal 3 tahun dalam pekerjaan sejenis.
Menguasai berbagai platform seperti Oracle, SAP, BI, Tableau, Excel (termasuk penggunaan statistik, charting, dan pembuatan dashboard, termasuk kemampuan menggunakan macro).
Pengetahuan yang baik dalam operasional promosi di industri terkait menjadi nilai tambah
How many years' experience do you have as a Visual Basic Developer?
How many years' experience do you have as a data analyst?
How many years' experience do you have as a Visual Basic for Applications Developer?","North Jakarta",Sales,Management,2024-02-05,"Full time",,"PT Bina Karya Prima",2,11,6,4,23
336,73649436,"Data Platform Engineer","Java
Python
Bash script
Berapa gaji bulanan yang kamu inginkan?
How many years' experience do you have as a Data Platform Engineer?
Bahasa pemrograman apa saja di bawah ini yang bisa kamu gunakan?


Research salaries and job trends


Access free tools, templates and articles that help you stand out


Discover pathways to a huge range of careers

",Jakarta,"Information & Communication Technology","Engineering - Software",2024-02-09,"Full time",,"PT. Berca Hardayaperkasa",41,43,22,2,2
338,73652473,"ML Engineer","What's your expected monthly basic salary?
How many years' experience do you have in the IT industry?


Insights on salary & in-demand skills


Reviews from people working in the industry

","South Jakarta","Information & Communication Technology",Developers/Programmers,2024-02-09,"Full time",,"OLX Indonesia",3,1,1,0,0
339,73515769,"Data Analyst","What's your expected monthly basic salary?
How many years' experience do you have as a data analyst?


Insights on salary & in-demand skills


Reviews from people working in the industry

",Jakarta,"Information & Communication Technology","Business/Systems Analysts",2024-02-05,"Full time","Rp 5,500,000 – Rp 7,500,000 per month","PT Lixil Aluminium Indonesia",0,1,3,0,0
340,73531065,"Staff Data Analyst","Usia maksimal 35 tahun
Pendidikan S1 Ilmu Komputer,/Teknologi informasi /sederajat
Memiliki pengalaman selama minimal 2 tahun di bidang yang sama / pernah bekerja diperusahaan FMCG/distributor menjadi nilai plus
Terbiasanya dengan pengolahan data yang banyak
Mampu Berkomunikasi dengan baik
Mampu mengunakan Query / SQL dalam pengolahan data menjadi nilai plus
Menguasai Ms. Excel (Hlookup, Vlookup, Pivot Table dll)
Terbiasa membangun data pipeline,Database, & Struktur data
Akrab dengan SAP, R Phyton, Tableau akan menjadi nilai tambahaan
Keterampilan pemecahaan masalah yang kuat dengan penekanan pada pengembangan produk.
What's your expected monthly basic salary?
How many years' experience do you have as a data analyst?
Which of the following data analytics tools are you experienced with?
Which of the following languages are you fluent in?
How much notice are you required to give your current employer?
Are you available to travel for this role when required?
Are you available to work outside your usual hours when required? (e.g. weekends, evenings, public holidays)
Are you willing to undergo a pre-employment background check?


Insights on salary & in-demand skills


Reviews from people working in the industry

",Jakarta,"Administration & Office Support","Administrative Assistants",2024-02-05,"Full time",,"PT Atria Artha Persada",0,0,0,0,0
341,73832832,"GEODETIC ENGINEER: PENGOLAH DATA FOTO UDARA","Berapa gaji bulanan yang kamu inginkan?
Berapa lama waktu yang kamu butuhkan untuk memberi tahu perusahaanmu saat ini?
Apakah kamu bersedia bepergian untuk pekerjaan ini saat dibutuhkan?
Apakah kamu bersedia bekerja di luar jam kerja biasa saat dibutuhkan? (cth. akhir pekan, malam hari, hari libur nasional)
Apakah kamu bersedia berpindah lokasi untuk pekerjaan ini?


Research salaries and job trends


Access free tools, templates and articles that help you stand out


Discover pathways to a huge range of careers

","Yogyakarta Special Region","Mining, Resources & Energy",Surveying,2024-02-19,"Full time",,"PT. Madhava Persada Indonesia",27,14,4,0,0
342,73244009,"Data Science","Build Advanced Analytics models on the big data platform to increase marketing ROI and lower the cost of acquisition by developing propensity models.
Partner with Product, Sales, and Channel teams in understanding the product, channel, segment and custom build statistical solutions with speed to market
Develop cross-sell and upsell models to deepen share of wallet with existing customers
Deliver statistical models with quality on time, in line with business priorities
Capitalize structured /unstructured data and data science technique to develop big data use cases in multiple areas bankwide
Bachelor's Degree in Statistics/Mathematics, or Computer/Information Technology, or Quantitative Economics/Finance
Fresh Graduate or Minimum 1 year of financial services experience in analytic role is required and Big Data use case implementation
Hybrid Working Environtment
Strong consumer banking knowledge
Solid critical thinking and analytical skills to work well with numbers and complex data
Have exposure or working experience with Big Data platform (R language, Hadoop, etc), inclusive of machine learning, experimental design, and optimization
Proven expertise in hands on development of propensity models, market using logistic regression and multi-variate regression
Proficient in using econometric techniques for statistical modeling and experience in varied statistical methods on structured data, such as CHAID , clustering and decision trees.
Modeling experience preferably in SAS /SPSS/R /Phyton
Experience for handling and analyzing big amount of data for better information and insights
Proficiency English as business language
Proficiency in Microsoft Office applications Excel and PowerPoint
Strong knowledge and experience of analytic tools SAS/SQL
How many years' experience do you have as a Data Science Analyst?


Research salaries and job trends


Access free tools, templates and articles that help you stand out


Discover pathways to a huge range of careers

",Jakarta,"Science & Technology","Biological & Biomedical Sciences",2024-01-23,"Full time",,"PT CIMB Niaga Tbk",162,161,51,7,0
343,73446840,"Data Engineer","What's your expected monthly basic salary?
How many years' experience do you have as a Data Engineer?
Which of the following data analytics tools are you experienced with?","South Jakarta","Information & Communication Technology","Engineering - Software",2024-02-01,"Full time",,"PT PERMODALAN NASIONAL MADANI",46,50,37,6,0
344,73577558,"Data Analyst","Gathering data and requirements from customer.
Provides insights from data to the customer through data visualizations.
Explores opportunities for business improvement from available datasets.
 
Willing to learn.
1 year project base experience.
Mastery of SQL language.
Experience in using Data Visualization Tools (preferred Tableau).
Able to utilize Microsoft Excel's true capability.
Excellent presentation skills.
Excellent communication skills.
Confidence in English language.


Insights on salary & in-demand skills


Reviews from people working in the industry

",Jakarta,"Information & Communication Technology","Business/Systems Analysts",2024-02-07,"Full time",,"PT Metrocom Global Solusi",3,3,0,0,0
345,73315007,"DATA ANALYST","Usia maksimal 30 tahun
Lulusan baru dipersilahkan melamar
Pendidikan minimal 
S1 JURUSAN STATISTIKA
Wajib Memiliki kemampuan dalam pengolahan data dengan mengoperasikan Ms. Office terutama Ms. Excel (HlookUp,VLookUp, Pivot, Macro dan lain-lain)
Memiliki kemampuan dalam menganalisa dan mengolah data dengan baik
Detail oriented
Berjiwa kepemimpinan mempunyai inisiatif yang baik
Memiliki kemampuan berkomunikasi yang baik
Memiliki ketertarikan dan pemahaman tentang dunia bisnis
Melakukan analisa data pencapaian dan alur proses dari sebuah bisnis
Bertanggung jawab terhadap pencapaian bisnis
Membuat dan mengevaluasi strategi pengembangan untuk memastikan tercapainya target
Membuat dan mengevaluasi bisnis proses agar lebih efisien dan efektif
Membangun hubungan kerjasama internal dan eksternal
Mempersiapkan laporan bulanan,triwulan dan tahunan


Insights on salary & in-demand skills


Reviews from people working in the industry

",Jakarta,"Science & Technology","Mathematics, Statistics & Information Sciences",2024-01-25,Contract/Temp,"Rp 6.000.000 – Rp 8.000.000 per month","PT Nusantara Sakti Group (JAKARTA)",160,172,47,13,6
347,73433255,"Data Analyst","What's your expected monthly basic salary?
How many years' experience do you have as a data analyst?
How would you rate your English language skills?


Insights on salary & in-demand skills


Reviews from people working in the industry

","South Jakarta","Science & Technology","Mathematics, Statistics & Information Sciences",2024-01-31,"Full time","Rp 5,500,000 – Rp 7,000,000 per month","PT JOBUBU JARUM MINAHASA",7,0,0,0,0
348,73501643,"Data Analyst","How many year's experience do you have as a Data Analyst?
Which of the following programming languages are you experienced in?
Which of the following language are you fluent in?
Melakukan analisa data
Mengembangkan sistem database 
Mengintegrasikan data
What's your expected monthly basic salary?


Insights on salary & in-demand skills


Reviews from people working in the industry

",Malang,"Information & Communication Technology","Database Development & Administration",2024-02-03,"Full time",,"Cuddle Me Indonesia",0,0,0,0,0
349,73398422,"IT Internship (Data Analyst)","Data Science Intern : Python, react, ETL, UI Path, Machine Learning, Automation Data Knowledge, Data Engineer, Data Science.
Tableau Administrator Intern : Tableau Server administrator, Security setting Active Directory (AD) or SSL, Configure ODBC and JDBC, DBA, Setting Scheduler
Berapa gaji bulanan yang kamu inginkan?
Alat analisis data apa saja di bawah ini yang bisa kamu gunakan?
Bahasa pemrograman apa saja di bawah ini yang bisa kamu gunakan?


Insights on salary & in-demand skills


Reviews from people working in the industry

","East Jakarta","Science & Technology","Mathematics, Statistics & Information Sciences",2024-01-30,Contract/Temp,,"PT. Kalbe Farma Tbk. (International Division)",14,13,3,0,0
351,73561729,"Data Platform Engineer","Pengalaman minimal 2 tahun sebagai Data Platform Engineer.
Memiliki Pengetahuan tentang bahasa pemrograman: Java, Python, Bash script, Kafka.
Advance dalam database management system, Oracle, postgree SQL, MySQL, Microsoft SQL, dan lain lain.
Pengalaman dalam teknologi big data: Hadoop, Google Cloud Bigquery, Google Cloud Dataflow, Apache Airflow, Apache NiFi, Kafka/PubSub, database NoSQL.
Dapat melakukan installasi, setting, maintenance aplikasi/tools terkait data engineer seperti DBMS, Kafka, dan lain-lain di server.
Pengalaman dalam mengoperasikan operating sistem Linux akan diutamakan.
Pengalaman mengelola, menguji, dan mengimplementasikan database, menerapkan pengetahuan tentang sistem manajemen database.
Dapat mengkoordinasikan perubahan pada database.
Dapat Identifikasi, selidiki, dan selesaikan masalah kinerja database, kapasitas database, dan skalabilitas database.
Dapat merencanakan, mengoordinasikan, dan menerapkan langkah-langkah keamanan untuk menjaga database.
Dapat membangun dan pelihara jalur data untuk pemrosesan batch dan real-time.
Dapat mengevaluasi kebutuhan dan tujuan bisnis.
Dapat gabungkan informasi mentah dari berbagai sumber.
Dapat berkolaborasi dengan Application Architects and business Intelligence di beberapa proyek.
How many years' experience do you have as a Data Platform Engineer?
Which of the following Relational Database Management Systems (RDBMS) are you experienced with?
How many years' experience do you have using SQL queries?
How much notice are you required to give your current employer?
Which of the following Linux distributions are you familiar with?


Research salaries and job trends


Access free tools, templates and articles that help you stand out


Discover pathways to a huge range of careers

","Central Jakarta","Science & Technology","Mathematics, Statistics & Information Sciences",2024-02-06,"Full time",,"PT Sharing Vision Indonesia",0,0,0,0,0
352,73291833,"Expert Data Scientist","Menganalisis data dengan menggunakan teknik-teknik analisis statistik dan machine learning untuk mengidentifikasi tren, pola, dan wawasan bisnis yang relevan.
Mengembangkan model prediksi dan algoritma yang canggih untuk meramalkan perilaku pelanggan, permintaan pasar, dan kinerja produk.
Mengolah dan membersihkan data dari berbagai sumber untuk memastikan kualitas dan keakuratan data yang digunakan dalam analisis.
Berkolaborasi dengan tim lintas disiplin untuk mengidentifikasi tantangan bisnis dan mengusulkan solusi berdasarkan analisis data.
Menerapkan metode visualisasi data yang efektif untuk menyajikan wawasan secara jelas kepada pemangku kepentingan.
S1/S2 di bidang Ilmu Komputer, Statistik, Matematika, atau bidang yang relevan.
Pengalaman dalam menerapkan teknik analisis data dan machine learning untuk memecahkan masalah bisnis yang kompleks.
Kemampuan dalam menggunakan bahasa pemrograman seperti Python atau R untuk analisis data dan pengembangan model.
Pengalaman dengan alat-alat analisis data seperti pandas, NumPy, scikit-learn, atau alat-alat sejenis.
Pengetahuan tentang teknik visualisasi data dan alat-alat seperti Matplotlib, Seaborn, atau alat visualisasi lainnya.
Kemampuan komunikasi yang baik untuk menyajikan temuan kompleks secara jelas kepada audiens non-teknis.
Keahlian dalam pengolahan dan analisis big data akan menjadi nilai tambah.
Memiliki pengalaman minimal 3 tahun dibidang data science.
What's your expected monthly basic salary?
How many years' experience do you have as a Data Scientist?
Have you worked in a role which requires experience with machine learning techniques?


Insights on salary & in-demand skills


Reviews from people working in the industry

","West Java","Science & Technology","Mathematics, Statistics & Information Sciences",2024-01-24,"Full time",,"PT. NUON DIGITAL INDONESIA",4,1,1,0,0
353,73330953,"Data Analyst Staff","Usia min. 23 tahun
Pendidikan min. S1 Ilmu Komputer, Matematika, Manajemen Informasi, dan Statistik
Pengalaman min. 1 tahun sebagai Data Analyst
Menguasai Excel, Power Point, SQL, dan program analisa lainnya
Bersedia ditempatkan di Mayora Group Headquarter, Daan Mogot


Insights on salary & in-demand skills


Reviews from people working in the industry

","West Jakarta","Information & Communication Technology","Database Development & Administration",2024-01-26,"Full time",,"PT Mayora Indah Tbk",206,224,76,5,8
354,73312054,"Data Analis","How many years' experience do you have as a data analyst?
Which of the following data analytics tools are you experienced with?
Are you willing to undergo a pre-employment background check?
Are you available to travel for this role when required?",Jakarta,"Science & Technology","Mathematics, Statistics & Information Sciences",2024-01-25,"Full time",,"PT Suriatama",0,1,2,0,0
355,73365910,"Data Engineer","Bachelor's degree from computer science or related fields, or equivalent software engineering experience
Advanced SQL knowledge and experience working with relational databases, query authoring (SQL). Preferably on MS SQL
Advanced Knowledge in reporting service tools. Preferably Microsoft SSRS
Advanced Knowledge in ETL / data pipeline applications. Preferably Microsoft SSIS
Experienced in performing root cause analysis on internal and external data and processes to answer specific business questions and identify opportunities for improvement
Have an understanding and experience regarding the reporting dashboard and data warehouse concepts
Experienced in object-oriented/object function scripting languages: Python, Java, C#,C++,
Proficiency in source control i.e. Git
Got 2+ years of experience in Data Engineering role
How many years' experience do you have as a Data Engineer?


Insights on salary & in-demand skills


Reviews from people working in the industry

",Jakarta,"Information & Communication Technology","Database Development & Administration",2024-01-29,"Full time","Rp 7,000,000 – Rp 10,000,000 per month","PT Rapid Teknologi Indonesia",0,0,0,0,0
